Name,ID,State,Notes,User,Group,Job Type,Tags,Created,Updated,End Time,Runtime,Sweep,Hostname,Description,Commit,GitHub,GPU Count,GPU Type,test_acc,scel,algo,data_aug,dataset_name,lr,model,seed,best_epoch-scel.epoch,best_epoch-scel.scel,best_epoch-scel.test_acc,best_epoch-scel.train_acc,best_epoch-scel.training_loss,best_epoch-scel.ure,best_epoch-scel.valid_acc,best_epoch-ure.epoch,best_epoch-ure.scel,best_epoch-ure.test_acc,best_epoch-ure.train_acc,best_epoch-ure.training_loss,best_epoch-ure.ure,best_epoch-ure.valid_acc,best_epoch-valid_acc.epoch,best_epoch-valid_acc.scel,best_epoch-valid_acc.test_acc,best_epoch-valid_acc.train_acc,best_epoch-valid_acc.training_loss,best_epoch-valid_acc.ure,best_epoch-valid_acc.valid_acc,train_acc,training_loss,ure,valid_acc
eager-sweep-10,tesr1jz9,finished,-,anthony-wss,,,pc-sigmoid,2023-04-24T11:24:34.000Z,2023-04-24T11:49:41.000Z,2023-04-24T11:49:41.000Z,1507,ej77nveg,bdcldftwccli-6dv2f,,,,1,Tesla V100-SXM2-32GB,0.0538,2.9442126750946045,pc-sigmoid,False,uniform-cifar20,1e-05,resnet18,0,69.0,2.9439191818237305,0.0592,0.0614222222222222,0.1353979760950261,-116.40229034423828,0.0594,299.0,2.9442126750946045,0.0538,0.0585333333333333,0.0005088346925648,-250.15760803222656,0.0594,9.0,2.972468137741089,0.0708,0.0740222222222222,6.998261164535176,-8.518189430236816,0.0722,0.0585333333333333,0.0005088346925648,-250.15760803222656,0.0594
avid-sweep-9,mgj4zp3d,finished,-,anthony-wss,,,pc-sigmoid,2023-04-24T11:23:26.000Z,2023-04-24T11:48:30.000Z,2023-04-24T11:48:30.000Z,1504,ej77nveg,joc52itwccli-fbm72,,,,1,Tesla V100-SXM2-32GB,0.0581,2.943835020065308,pc-sigmoid,False,uniform-cifar20,5e-05,resnet18,0,74.0,2.9433043003082275,0.0573,0.0600666666666666,0.0024594041434201,-202.0890960693359,0.0604,299.0,2.943835020065308,0.0581,0.0611333333333333,0.0009374496611681,-266.76275634765625,0.0586,4.0,2.958945035934448,0.0742,0.0776,5.108148471875624,-20.58194732666016,0.0756,0.0611333333333333,0.0009374496611681,-266.76275634765625,0.0586
golden-sweep-8,9ckzuv1g,finished,-,anthony-wss,,,pc-sigmoid,2023-04-24T10:59:14.000Z,2023-04-24T11:24:27.000Z,2023-04-24T11:24:27.000Z,1513,ej77nveg,bdcldftwccli-6dv2f,,,,1,Tesla V100-SXM2-32GB,0.0692,2.944282531738281,pc-sigmoid,False,uniform-cifar20,0.0001,resnet18,0,54.0,2.9436323642730717,0.058,0.0623777777777777,0.0022307139906016,-204.49745178222656,0.0604,184.0,2.9460957050323486,0.0623,0.0701777777777777,0.0010595856742425,-296.6748962402344,0.0616,4.0,2.9495108127593994,0.0726,0.0787777777777777,3.215894948352467,-40.818843841552734,0.0794,0.0705111111111111,0.0009235319766131,-281.84967041015625,0.072
hearty-sweep-7,jcgy56us,finished,-,anthony-wss,,,pc-sigmoid,2023-04-24T10:58:27.000Z,2023-04-24T11:23:20.000Z,2023-04-24T11:23:20.000Z,1493,ej77nveg,joc52itwccli-fbm72,,,,1,Tesla V100-SXM2-32GB,0.0699,2.941051483154297,pc-sigmoid,False,uniform-cifar20,0.0005,resnet18,0,229.0,2.9394216537475586,0.0696,0.0732,0.0013135705481876,-328.606201171875,0.0734,139.0,2.94250750541687,0.0787,0.0761111111111111,0.0122968107461929,-434.736083984375,0.073,4.0,2.987134456634521,0.105,0.1074666666666666,7.801425917582079,-12.064358711242676,0.1084,0.0729111111111111,0.0013619044964963,-331.7645568847656,0.0762
iconic-sweep-6,c6oniyb5,finished,-,anthony-wss,,,pc-sigmoid,2023-04-24T10:33:36.000Z,2023-04-24T10:59:06.000Z,2023-04-24T10:59:06.000Z,1530,ej77nveg,bdcldftwccli-6dv2f,,,,1,Tesla V100-SXM2-32GB,0.0717,2.942387104034424,pc-sigmoid,False,uniform-cifar20,0.001,resnet18,0,89.0,2.935883045196533,0.0715,0.0737333333333333,0.0051446448672901,-471.064453125,0.0802,154.0,2.939316987991333,0.0713,0.0734666666666666,0.0109148357402194,-475.96917724609375,0.0766,14.0,2.983463764190674,0.106,0.1016,5.679209367795424,-68.12745666503906,0.1084,0.0685333333333333,0.004257670180364,-442.9592590332031,0.0692
woven-sweep-5,0x41fty6,finished,-,anthony-wss,,,pc-sigmoid,2023-04-24T10:33:11.000Z,2023-04-24T10:58:18.000Z,2023-04-24T10:58:18.000Z,1507,ej77nveg,joc52itwccli-fbm72,,,,1,Tesla V100-SXM2-32GB,0.1306,2.1953046321868896,pc-sigmoid,False,uniform-cifar10,1e-05,resnet18,0,119.0,2.194693088531494,0.131,0.1388888888888889,0.0016240355643359,-83.46043395996094,0.1322,299.0,2.1953046321868896,0.1306,0.1381777777777778,0.0001927560025995,-110.36572265625,0.1286,9.0,2.250016689300537,0.2183,0.2276888888888888,3.1510123962705787,-3.6682288646698,0.2216,0.1381777777777778,0.0001927560025995,-110.36572265625,0.1286
visionary-sweep-4,vitmlfm3,finished,-,anthony-wss,,,pc-sigmoid,2023-04-24T10:08:15.000Z,2023-04-24T10:33:30.000Z,2023-04-24T10:33:30.000Z,1515,ej77nveg,bdcldftwccli-6dv2f,,,,1,Tesla V100-SXM2-32GB,0.1548,2.196985006332397,pc-sigmoid,False,uniform-cifar10,5e-05,resnet18,0,24.0,2.1959173679351807,0.1375,0.1500222222222222,0.0096138946034691,-67.14997863769531,0.1426,149.0,2.1967029571533203,0.1546,0.1549777777777777,0.0005178160288117,-108.32899475097656,0.152,4.0,2.220811605453491,0.2015,0.2099333333333333,2.095012228597294,-11.314923286437988,0.199,0.161,0.0005758838220076,-99.24481201171876,0.156
soft-sweep-3,2x04t01v,finished,-,anthony-wss,,,pc-sigmoid,2023-04-24T10:07:59.000Z,2023-04-24T10:33:02.000Z,2023-04-24T10:33:02.000Z,1503,ej77nveg,joc52itwccli-fbm72,,,,1,Tesla V100-SXM2-32GB,0.186,2.1956284046173096,pc-sigmoid,False,uniform-cifar10,0.0001,resnet18,0,44.0,2.1951913833618164,0.1442,0.1496222222222222,0.000809873369607,-87.9828872680664,0.1378,149.0,2.1958167552948,0.1744,0.1791333333333333,0.0008603950793092,-127.73768615722656,0.1718,224.0,2.2218246459960938,0.1995,0.2012222222222222,2.279499901966615,-29.00796127319336,0.1918,0.1915555555555555,0.0001987462693994,-119.88158416748048,0.1844
woven-sweep-2,bnw152zt,finished,-,anthony-wss,,,pc-sigmoid,2023-04-24T09:42:51.000Z,2023-04-24T10:07:55.000Z,2023-04-24T10:07:55.000Z,1504,ej77nveg,joc52itwccli-fbm72,,,,1,Tesla V100-SXM2-32GB,0.1702,2.1972768306732178,pc-sigmoid,False,uniform-cifar10,0.0005,resnet18,0,114.0,2.195810317993164,0.1952,0.1986888888888889,0.0492783270098946,-194.928466796875,0.182,214.0,2.1984691619873047,0.1885,0.1817111111111111,0.0337514321912418,-200.005126953125,0.1806,4.0,2.350195407867432,0.3061,0.3058888888888889,3.735498772426085,-3.653122663497925,0.2964,0.1665777777777777,0.0298463702201843,-192.33543395996097,0.163
dazzling-sweep-1,ryka76pv,finished,-,anthony-wss,,,pc-sigmoid,2023-04-24T09:42:43.000Z,2023-04-24T10:08:11.000Z,2023-04-24T10:08:11.000Z,1528,ej77nveg,bdcldftwccli-6dv2f,,,,1,Tesla V100-SXM2-32GB,0.164,2.198439121246338,pc-sigmoid,False,uniform-cifar10,0.001,resnet18,0,244.0,2.1935479640960693,0.1661,0.1693111111111111,0.0588996031067588,-213.9391937255859,0.1712,154.0,2.1962366104125977,0.1782,0.1733555555555555,0.0648676651445302,-217.6511077880859,0.177,9.0,2.423714160919189,0.351,0.3400444444444444,3.864329392259771,-2.7889442443847656,0.3382,0.1646,0.067798644981601,-212.1191864013672,0.169
clear-sweep-40,9lylqsmb,finished,-,anthony-wss,,,l-uw,2023-04-18T03:36:02.000Z,2023-05-04T03:49:03.000Z,2023-04-18T04:52:53.000Z,4611,,jeh2lwtwccli-dxjj6,,,,1,Tesla V100-SXM2-32GB,0.0636,2.968734741210937,l-uw,True,clcifar20,1e-05,m-resnet18,0,4.0,2.9682178497314453,0.0684,0.0733111111111111,2.985658523711291,3.6383910179138175,0.0686,299.0,2.968734741210937,0.0636,0.0635777777777777,2.9560082907026466,-109.18121337890624,0.0638,139.0,2.971047163009644,0.0753,0.0730666666666666,2.9634129134091465,-55.41401290893555,0.08,0.0635777777777777,2.9560082907026466,-109.18121337890624,0.0638
cosmic-sweep-39,chlfs5ez,finished,-,anthony-wss,,,l-uw,2023-04-18T03:32:28.000Z,2023-05-04T03:49:03.000Z,2023-04-18T04:49:09.000Z,4601,,m84auntwccli-bbmgb,,,,1,Tesla V100-SXM2-32GB,0.06,2.964345216751098,l-uw,True,clcifar20,5e-05,m-resnet18,0,294.0,2.9643170833587646,0.0615,0.0600222222222222,2.951047913594679,-210.30438232421875,0.0602,179.0,2.964566469192505,0.0666,0.0673555555555555,2.952076104554263,-237.93397521972656,0.0714,4.0,2.971313238143921,0.0782,0.0796444444444444,2.9835448454726827,4.382343769073486,0.0774,0.0595555555555555,2.9509991217743266,-222.40618896484372,0.059
pretty-sweep-38,zttedmmu,finished,-,anthony-wss,,,l-uw,2023-04-18T03:23:44.000Z,2023-05-04T03:49:03.000Z,2023-04-18T05:11:08.000Z,6444,,cl7,,,,2,NVIDIA GeForce RTX 2080 Ti,0.0668,2.968650579452514,l-uw,True,clcifar20,0.0001,m-resnet18,0,294.0,2.967153787612915,0.0632,0.0618,2.953273908658461,-198.9624481201172,0.0654,289.0,2.9671950340271,0.0581,0.0583111111111111,2.953243507580324,-206.8630828857422,0.0644,4.0,2.974039077758789,0.0806,0.0806,2.983678178353743,3.819193840026855,0.0788,0.0622444444444444,2.9534196338870307,-194.07504272460932,0.068
elated-sweep-37,kwdxhxsl,finished,-,anthony-wss,,,l-uw,2023-04-18T02:24:59.000Z,2023-05-04T03:49:03.000Z,2023-04-18T04:19:46.000Z,6887,,cl8,,,,3,NVIDIA GeForce RTX 2070,0.0617,2.9727530479431152,l-uw,True,clcifar20,0.0005,m-resnet18,0,274.0,2.971149444580078,0.066,0.0647777777777777,2.9827367771755564,7.894141674041748,0.0706,84.0,2.972902536392212,0.0794,0.0779555555555555,2.9835036532445387,6.317597389221191,0.0764,174.0,2.973164796829224,0.0836,0.0825333333333333,2.983287811279297,6.5774688720703125,0.0824,0.0602888888888888,2.9825489006259223,7.141224384307861,0.062
lucky-sweep-36,wp9rwj6h,finished,-,anthony-wss,,,l-uw,2023-04-18T02:19:29.000Z,2023-05-04T03:49:03.000Z,2023-04-18T03:35:56.000Z,4587,,jeh2lwtwccli-dxjj6,,,,1,Tesla V100-SXM2-32GB,0.0706,2.9734532833099365,l-uw,True,clcifar20,0.001,m-resnet18,0,274.0,2.9725875854492188,0.0779,0.0759777777777777,2.9833575893532145,7.542222499847412,0.0746,4.0,2.975780963897705,0.052,0.0515333333333333,2.985038621859117,3.9389920234680176,0.055,69.0,2.9743804931640625,0.083,0.0821111111111111,2.983565064993772,7.291593074798584,0.0804,0.0706222222222222,2.98333601789041,7.292345523834228,0.07
valiant-sweep-35,y8w8bddn,finished,-,anthony-wss,,,l-w,2023-04-18T02:19:24.000Z,2023-05-04T03:49:03.000Z,2023-04-18T03:36:19.000Z,4615,,lqz69ltwccli-dn5dx,,,,1,Tesla V100-SXM2-32GB,0.0609,2.967547655105591,l-w,True,clcifar20,1e-05,m-resnet18,0,284.0,2.9674787521362305,0.0694,0.0672888888888888,3.1101225045594303,-126.64649963378906,0.0648,299.0,2.967547655105591,0.0609,0.0578666666666666,3.109478999267925,-137.10299682617188,0.067,154.0,2.9706356525421143,0.074,0.0684666666666666,3.116378356109966,-59.30063247680664,0.078,0.0578666666666666,3.109478999267925,-137.10299682617188,0.067
laced-sweep-34,4lgq8jn0,finished,-,anthony-wss,,,l-w,2023-04-18T02:15:24.000Z,2023-05-04T03:49:03.000Z,2023-04-18T03:32:23.000Z,4619,,m84auntwccli-bbmgb,,,,1,Tesla V100-SXM2-32GB,0.0546,2.962430953979492,l-w,True,clcifar20,5e-05,m-resnet18,0,234.0,2.961707353591919,0.0692,0.0653333333333333,3.106171727180481,-225.07546997070312,0.067,209.0,2.962791204452514,0.0564,0.0581333333333333,3.1063092567703943,-255.36151123046875,0.0546,9.0,2.9726226329803467,0.0852,0.0798222222222222,3.1332630731842737,1.8746347427368164,0.0784,0.0527777777777777,3.105614347891374,-224.2219696044922,0.0508
sunny-sweep-33,v6jtcoyx,finished,-,anthony-wss,,,l-w,2023-04-18T02:12:47.000Z,2023-05-04T03:49:03.000Z,2023-04-18T04:09:31.000Z,7004,,cl8,,,,3,NVIDIA GeForce RTX 2070,0.0604,2.966128349304199,l-w,True,clcifar20,0.0001,m-resnet18,0,259.0,2.9647116661071777,0.0628,0.0622666666666666,3.1079484657807783,-160.07188415527344,0.0686,284.0,2.9659855365753174,0.062,0.0619777777777777,3.1075282394886017,-187.50360107421875,0.062,14.0,2.97346568107605,0.0772,0.079,3.13296916809949,-2.7764980792999268,0.0818,0.0616222222222222,3.107489962469448,-174.9257049560547,0.073
bumbling-sweep-32,73xkw5mu,finished,-,anthony-wss,,,l-w,2023-04-18T01:36:59.000Z,2023-05-04T03:49:03.000Z,2023-04-18T03:23:37.000Z,6398,,cl7,,,,2,NVIDIA GeForce RTX 2080 Ti,0.0646,2.9731099605560303,l-w,True,clcifar20,0.0005,m-resnet18,0,289.0,2.971856594085694,0.0607,0.0628444444444444,3.13428899103945,6.758327960968018,0.0588,244.0,2.972660779953003,0.0566,0.0555777777777777,3.1343966614116323,5.446524620056152,0.0606,119.0,2.9735586643218994,0.0795,0.0781333333333333,3.1348040754144844,6.13247537612915,0.0808,0.0638666666666666,3.1340846554799517,7.375174999237059,0.0698
misty-sweep-31,nn7fiyqd,finished,-,anthony-wss,,,l-w,2023-04-18T01:02:34.000Z,2023-05-04T03:49:03.000Z,2023-04-18T02:19:22.000Z,4608,,jeh2lwtwccli-dxjj6,,,,1,Tesla V100-SXM2-32GB,0.0614,2.9733633995056152,l-w,True,clcifar20,0.001,m-resnet18,0,274.0,2.9726879596710205,0.0712,0.0676,3.134831103411588,7.260169506072998,0.076,84.0,2.973367691040039,0.072,0.0705777777777777,3.1350449702956458,5.930639743804932,0.0678,264.0,2.973546504974365,0.0827,0.0812444444444444,3.1349075301127,7.244725704193115,0.083,0.0609111111111111,3.1347857388583096,6.980597972869873,0.0678
vivid-sweep-30,n2igfl1y,finished,-,anthony-wss,,,scl-nl,2023-04-18T01:02:28.000Z,2023-05-04T03:49:03.000Z,2023-04-18T02:19:20.000Z,4612,,lqz69ltwccli-dn5dx,,,,1,Tesla V100-SXM2-32GB,0.0673,2.9745051860809326,scl-nl,True,clcifar20,1e-05,m-resnet18,0,4.0,2.9680016040802,0.0677,0.0726888888888888,0.0406350370665842,3.711912870407105,0.0714,299.0,2.9745051860809326,0.0673,0.0702888888888888,0.0022168053513847,-91.88837432861328,0.068,14.0,2.971066951751709,0.0698,0.0702666666666666,0.0375021837059069,5.03921365737915,0.0724,0.0702888888888888,0.0022168053513847,-91.88837432861328,0.068
major-sweep-29,dlaemg9z,finished,-,anthony-wss,,,scl-nl,2023-04-18T00:58:38.000Z,2023-05-04T03:49:04.000Z,2023-04-18T02:15:17.000Z,4599,,m84auntwccli-bbmgb,,,,1,Tesla V100-SXM2-32GB,0.0679,2.9762566089630127,scl-nl,True,clcifar20,5e-05,m-resnet18,0,4.0,2.9717862606048584,0.0775,0.0769777777777777,0.0381343151781369,3.676171779632568,0.0738,194.0,2.9761130809783936,0.0715,0.0690444444444444,0.0045366670191552,-108.68760681152344,0.0736,9.0,2.973605871200561,0.0846,0.0806444444444444,0.0364187881562181,2.090557813644409,0.0776,0.0664444444444444,0.0015514186756759,-101.94329833984376,0.0664
young-sweep-28,urmf121c,finished,-,anthony-wss,,,scl-nl,2023-04-18T00:27:03.000Z,2023-05-04T03:49:04.000Z,2023-04-18T02:24:54.000Z,7071,,cl8,,,,3,NVIDIA GeForce RTX 2070,0.0682,2.9752914905548096,scl-nl,True,clcifar20,0.0001,m-resnet18,0,49.0,2.972536087036133,0.0682,0.0693555555555555,0.0198698877145282,-48.58439636230469,0.0676,284.0,2.9769446849823,0.0668,0.0680444444444444,0.0028499214465475,-115.7864990234375,0.0698,294.0,2.976710557937622,0.0739,0.0740888888888888,0.0046483365705088,-99.16373443603516,0.0766,0.0685333333333333,0.0039247032254934,-97.72032928466795,0.0756
driven-sweep-27,5f286t0o,finished,-,anthony-wss,,,scl-nl,2023-04-18T00:17:39.000Z,2023-05-04T03:49:04.000Z,2023-04-18T02:12:39.000Z,6900,,cl8,,,,3,NVIDIA GeForce RTX 2070,0.0718,2.972214937210083,scl-nl,True,clcifar20,0.0005,m-resnet18,0,274.0,2.970841646194458,0.0718,0.0717333333333333,0.0365683072331276,6.124795436859131,0.0794,284.0,2.9715282917022705,0.0761,0.0763555555555555,0.0366370945068245,5.569028377532959,0.0794,159.0,2.9728221893310547,0.0826,0.0818222222222222,0.0378728834277188,6.881626605987549,0.0806,0.0707777777777777,0.0365192393814636,6.5471625328063965,0.0746
toasty-sweep-26,oc2g4ef7,finished,-,anthony-wss,,,scl-nl,2023-04-17T23:50:51.000Z,2023-05-04T03:49:04.000Z,2023-04-18T01:36:51.000Z,6360,,cl7,,,,2,NVIDIA GeForce RTX 2080 Ti,0.0673,2.973658323287964,scl-nl,True,clcifar20,0.001,m-resnet18,0,284.0,2.972524642944336,0.0684,0.0681333333333333,0.0378726295999843,7.3877272605896,0.0778,19.0,2.976752281188965,0.0686,0.0679777777777777,0.0388327017638155,5.896164894104004,0.0658,189.0,2.97426438331604,0.083,0.0802888888888889,0.0379015796563842,7.380629539489746,0.0816,0.0636444444444444,0.0376432834997434,7.438604354858398,0.0678
fearless-sweep-25,o1jx0ovt,finished,-,anthony-wss,,,scl-exp,2023-04-17T23:45:36.000Z,2023-05-04T03:49:04.000Z,2023-04-18T01:02:23.000Z,4607,,lqz69ltwccli-dn5dx,,,,1,Tesla V100-SXM2-32GB,0.0658,2.974406242370605,scl-exp,True,clcifar20,1e-05,m-resnet18,0,4.0,2.9686172008514404,0.0694,0.0734222222222222,1.0403108840638942,3.773451089859009,0.07,299.0,2.974406242370605,0.0658,0.0668222222222222,1.002233006737449,-95.09577178955078,0.0694,204.0,2.9745960235595703,0.0686,0.0663111111111111,1.0043529705567793,-71.55388641357422,0.0742,0.0668222222222222,1.002233006737449,-95.09577178955078,0.0694
prime-sweep-24,wajbs9f5,finished,-,anthony-wss,,,scl-exp,2023-04-17T23:45:30.000Z,2023-05-04T03:49:04.000Z,2023-04-18T01:02:25.000Z,4615,,jeh2lwtwccli-dxjj6,,,,1,Tesla V100-SXM2-32GB,0.0634,2.976983547210694,scl-exp,True,clcifar20,5e-05,m-resnet18,0,4.0,2.9717400074005127,0.0805,0.0804666666666666,1.0380682471123608,3.028305053710937,0.078,139.0,2.977097272872925,0.0659,0.0660444444444444,1.003347235647115,-104.66590881347656,0.0636,4.0,2.9717400074005127,0.0805,0.0804666666666666,1.0380682471123608,3.028305053710937,0.078,0.0638888888888888,1.0018825869668613,-86.41827392578125,0.0638
eager-sweep-23,lwu1kjln,finished,-,anthony-wss,,,scl-exp,2023-04-17T23:41:47.000Z,2023-05-04T03:49:04.000Z,2023-04-18T00:58:29.000Z,4602,,m84auntwccli-bbmgb,,,,1,Tesla V100-SXM2-32GB,0.0704,2.9779746532440186,scl-exp,True,clcifar20,0.0001,m-resnet18,0,4.0,2.9740684032440186,0.077,0.0784888888888888,1.0382881530306556,5.687177658081055,0.0734,279.0,2.977581739425659,0.0627,0.0617777777777777,1.002415512095798,-105.40882873535156,0.06,39.0,2.976123094558716,0.0754,0.0734666666666666,1.025744691491127,-12.07257843017578,0.079,0.0668666666666666,1.0036407776854257,-95.21771240234376,0.067
dulcet-sweep-22,u4xdlell,finished,-,anthony-wss,,,scl-exp,2023-04-17T22:29:00.000Z,2023-05-04T03:49:04.000Z,2023-04-17T23:45:27.000Z,4587,,lqz69ltwccli-dn5dx,,,,1,Tesla V100-SXM2-32GB,0.0721,2.9744298458099365,scl-exp,True,clcifar20,0.0005,m-resnet18,0,99.0,2.972527027130127,0.0748,0.0710222222222222,1.0377807143059643,7.315036773681641,0.0794,19.0,2.9793081283569336,0.0748,0.0696222222222222,1.0388615998354824,5.996677398681641,0.074,159.0,2.97361421585083,0.0744,0.0758222222222222,1.0376005971973592,7.786933898925781,0.0836,0.0687777777777777,1.0345531336285851,11.23062801361084,0.071
pious-sweep-21,rrm4cpen,finished,-,anthony-wss,,,scl-exp,2023-04-17T22:28:44.000Z,2023-05-04T03:49:04.000Z,2023-04-17T23:45:21.000Z,4597,,jeh2lwtwccli-dxjj6,,,,1,Tesla V100-SXM2-32GB,0.0702,2.973162651062012,scl-exp,True,clcifar20,0.001,m-resnet18,0,274.0,2.972700834274292,0.0739,0.0725555555555555,1.0378739115866749,7.953518390655518,0.079,19.0,2.9788818359375,0.0715,0.0689333333333333,1.0387833606113086,6.1250901222229,0.0692,144.0,2.973517417907715,0.0848,0.0835777777777777,1.0378788398070768,7.716036319732666,0.082,0.0693555555555555,1.0377768806435843,8.059646606445312,0.0752
scarlet-sweep-20,9sajkwt3,finished,-,anthony-wss,,,fwd-r,2023-04-17T22:26:53.000Z,2023-05-04T03:49:05.000Z,2023-04-18T00:26:53.000Z,7200,,cl8,,,,3,NVIDIA GeForce RTX 2070,0.1496,2.860862970352173,fwd-r,True,clcifar20,1e-05,m-resnet18,0,299.0,2.860862970352173,0.1496,0.1596666666666666,2.860862921584736,1.3927205801010132,0.1604,49.0,2.9377663135528564,0.179,0.1836,2.937766733494672,-1.0703974962234497,0.181,34.0,2.9432477951049805,0.1889,0.1889111111111111,2.943248003721237,-0.2743826806545257,0.1908,0.1596666666666666,2.860862921584736,1.3927205801010132,0.1604
driven-sweep-19,lkutdcmt,finished,-,anthony-wss,,,fwd-r,2023-04-17T22:24:59.000Z,2023-05-04T03:49:05.000Z,2023-04-17T23:41:38.000Z,4599,,m84auntwccli-bbmgb,,,,1,Tesla V100-SXM2-32GB,0.0952,2.75134015083313,fwd-r,True,clcifar20,5e-05,m-resnet18,0,299.0,2.75134015083313,0.0952,0.1097111111111111,2.7513396821238776,-36.193336486816406,0.1042,284.0,2.7544305324554443,0.1052,0.1142888888888888,2.7544302317229183,-42.37994384765625,0.1082,29.0,2.9289588928222656,0.2023,0.2037111111111111,2.9289592423222284,6.595321178436279,0.2054,0.1097111111111111,2.7513396821238776,-36.193336486816406,0.1042
rich-sweep-18,mn2jk3o2,finished,-,anthony-wss,,,fwd-r,2023-04-17T22:20:37.000Z,2023-05-04T03:49:05.000Z,2023-04-18T00:17:32.000Z,7015,,cl8,,,,3,NVIDIA GeForce RTX 2070,0.1132,2.762994766235352,fwd-r,True,clcifar20,0.0001,m-resnet18,0,299.0,2.762994766235352,0.1132,0.1189111111111111,2.762995413758538,-39.43224334716797,0.1098,299.0,2.762994766235352,0.1132,0.1189111111111111,2.762995413758538,-39.43224334716797,0.1098,44.0,2.91638445854187,0.1954,0.1964222222222222,2.916384572332555,0.9920060038566588,0.2028,0.1189111111111111,2.762995413758538,-39.43224334716797,0.1098
iconic-sweep-17,2kllfdwl,finished,-,anthony-wss,,,fwd-r,2023-04-17T22:04:16.000Z,2023-05-04T03:49:05.000Z,2023-04-17T23:50:46.000Z,6390,,cl7,,,,2,NVIDIA GeForce RTX 2080 Ti,0.1478,2.8687450885772705,fwd-r,True,clcifar20,0.0005,m-resnet18,0,299.0,2.8687450885772705,0.1478,0.1510888888888888,2.868744343519211,9.343281745910645,0.1426,9.0,2.9579803943634038,0.1289,0.1248,2.9579801803285424,-1.3022972345352173,0.1288,94.0,2.938657283782959,0.1908,0.1915333333333333,2.938657413829457,6.45913028717041,0.1906,0.1510888888888888,2.868744343519211,9.343281745910645,0.1426
driven-sweep-16,xbocf858,finished,-,anthony-wss,,,fwd-r,2023-04-17T21:08:20.000Z,2023-05-04T03:49:05.000Z,2023-04-17T22:24:51.000Z,4591,,m84auntwccli-bbmgb,,,,1,Tesla V100-SXM2-32GB,0.1614,2.913789987564087,fwd-r,True,clcifar20,0.001,m-resnet18,0,299.0,2.913789987564087,0.1614,0.1558,2.9137897274710918,10.534231185913086,0.1468,29.0,2.955901861190796,0.133,0.1317777777777777,2.955901888283816,-0.2601506412029266,0.1354,199.0,2.927417039871216,0.1762,0.174,2.9274171617898075,4.61948823928833,0.1698,0.1558,2.9137897274710918,10.534231185913086,0.1468
devoted-sweep-15,aarvt05v,finished,-,anthony-wss,,,ure-ga-r,2023-04-17T21:05:50.000Z,2023-05-04T03:49:05.000Z,2023-04-17T22:28:51.000Z,4981,,lqz69ltwccli-dn5dx,,,,1,Tesla V100-SXM2-32GB,0.0318,2.96790075302124,ure-ga-r,True,clcifar20,1e-05,m-resnet18,0,4.0,2.9647445678710938,0.0536,0.0536666666666666,3.75186917998574,4.272161960601807,0.0556,4.0,2.9647445678710938,0.0536,0.0536666666666666,3.75186917998574,4.272161960601807,0.0556,9.0,2.9649899005889893,0.0547,0.0566888888888888,2.7887742952866987,5.594754695892334,0.0594,0.0326222222222222,0.8223697163841941,6.5499267578125,0.0308
iconic-sweep-14,j0kk8nyb,finished,-,anthony-wss,,,ure-ga-r,2023-04-17T21:05:19.000Z,2023-05-04T03:49:05.000Z,2023-04-17T22:28:32.000Z,4993,,jeh2lwtwccli-dxjj6,,,,1,Tesla V100-SXM2-32GB,0.0359,2.9656219482421875,ure-ga-r,True,clcifar20,5e-05,m-resnet18,0,4.0,2.96479868888855,0.0498,0.0491111111111111,5.215174989266829,5.120560646057129,0.0506,4.0,2.96479868888855,0.0498,0.0491111111111111,5.215174989266829,5.120560646057129,0.0506,9.0,2.965041160583496,0.0493,0.0514222222222222,3.545718637379733,5.434027194976807,0.053,0.0352222222222222,0.7879064408215609,6.567534446716309,0.0394
different-sweep-13,doqqx2w0,finished,-,anthony-wss,,,ure-ga-r,2023-04-17T20:21:55.000Z,2023-05-04T03:49:05.000Z,2023-04-17T22:26:47.000Z,7492,,cl8,,,,3,NVIDIA GeForce RTX 2070,0.042,2.965285301208496,ure-ga-r,True,clcifar20,0.0001,m-resnet18,0,4.0,2.964906692504883,0.0556,0.0518666666666666,6.347368305379694,5.26625394821167,0.0494,9.0,2.9649498462677,0.0457,0.0482222222222222,5.517630956389687,4.994035720825195,0.0446,4.0,2.964906692504883,0.0556,0.0518666666666666,6.347368305379694,5.26625394821167,0.0494,0.0429111111111111,1.133068409833041,5.88925313949585,0.0468
major-sweep-12,hzxzfrkn,finished,-,anthony-wss,,,ure-ga-r,2023-04-17T20:17:29.000Z,2023-05-04T03:49:05.000Z,2023-04-17T22:20:30.000Z,7381,,cl8,,,,3,NVIDIA GeForce RTX 2070,0.0502,2.9646315574646,ure-ga-r,True,clcifar20,0.0005,m-resnet18,0,149.0,2.9645872116088867,0.0524,0.0528888888888888,2.357753233476118,2.915379762649536,0.0524,119.0,2.9646174907684326,0.0541,0.0553333333333333,2.2226705226031216,2.840672731399536,0.0566,104.0,2.964596509933472,0.0567,0.0584666666666666,1.6752123832702637,2.937213897705078,0.0574,0.0504222222222222,2.000311157920144,2.853065490722656,0.0506
